,abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
1945,"His image is so commonplace that you could believe it must always have existed — yet for six centuries after his death, he was never once depicted in human form.",2020-05-11T13:00:24+0000,News,4129,57.0,How the Buddha Got His Face,T Magazine,
1946,Downsizing from a suburban family home in New Jersey to a waterfront apartment gave one commuter back several hours of her life every day.,2020-05-11T09:00:20+0000,News,1067,9.0,A Dream Commute from Weehawken,Real Estate,
1947,I wish someone had told me about the beauty that waited at the end of this journey.,2020-05-09T18:30:07+0000,Op-Ed,1094,3.0,"Losing My Mom to Alzheimer’s, Then Finding Her Again",Opinion,Sunday Review
1948,"The attorney general’s interventions damaged the Justice Department, argued the former officials, who were directly involved in the cases of the two Trump allies.",2020-05-11T21:39:25+0000,News,922,20.0,Ex-Justice Dept. Officials Lash Out at Barr Over Flynn and Stone Cases,U.S.,Politics
1949,"The law firm paid a former Ukrainian prime minister, Yulia V. Tymoshenko, and an associate to avert a suit over its role in a report justifying her imprisonment by a political rival.",2020-05-10T18:49:47+0000,News,1098,23.0,Skadden Said to Have Paid $11 Million to Settle Ukraine Dispute,U.S.,Politics
1950,"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-11T09:00:16+0000,News,456,,Monday’s Livestreaming Events: Frieze Art Fair and a Talk With André Holland,Arts,
1951,"A 1938 storybook home in Mill Valley, a new house in San Jose and a midcentury hacienda in Pasadena.",2020-05-11T13:00:38+0000,News,1423,,$2.8 Million Homes in California,Real Estate,
1952,"Delirium is leaving many older patients more vulnerable. They need caregivers, despite no-visitor rules.",2020-05-10T15:00:06+0000,Op-Ed,1059,,The Epidemic Within the Pandemic: Delirium,Opinion,
1956,"Scores of Times staff members worked to present the stories of doctors, nurses and other health care professionals who are risking everything to care for Covid-19 patients.",2020-05-11T09:00:16+0000,News,814,2.0,Voices From the Pandemic’s Front Lines,Reader Center,
1957,"After winning by a surprising margin in a key Wisconsin judicial race, Democrats are hoping they can replicate the same game plan.",2020-05-10T09:00:08+0000,News,1530,20.0,Democrats’ Vote-by-Mail Effort Won in Wisconsin: Will It Work Elsewhere?,U.S.,Politics
1958,"This year has brought tornadoes, plague and weather patterns we’ve never heard of. On the bright side, no murder hornets yet.",2020-05-11T09:00:20+0000,News,1146,,The Night the Lights Went Out in Nashville,Opinion,
1959,"Miriam Estrin makes her crossword debut, in collaboration with Erik Agard.",2020-05-09T01:40:02+0000,News,506,,Disquisition,Crosswords & Games,
1960,"Sparks flew at their initial meeting, as he criticized her style of activism. They quickly realized their attraction wasn’t just about politics.",2020-05-09T10:00:04+0000,News,648,13.0,No Debating Their Love,Fashion & Style,Weddings
1961,The pandemic has affected all of us. Who saw it coming?,2020-05-09T09:00:14+0000,News,1139,,Will Coronavirus Kill Astrology?,Style,
1962,"Veronica Wickline and Taylor Barker were determined to find a way to wed, even if he couldn’t be there for the ceremony.",2020-05-09T10:00:04+0000,News,598,13.0,"A Groom, by Proxy, on Zoom",Fashion & Style,Weddings
1964,"Under pressure to curb the drug trade, the Colombian army turns to old tricks.",2020-05-09T00:09:27+0000,Editorial,829,26.0,What Colombia Did With American Spy Tools,Opinion,
1965,"Corrections that appeared in print on Sunday, May 10, 2020.",2020-05-10T04:00:07+0000,News,244,32.0,"Corrections: May 10, 2020",Corrections,
1967,The coronavirus outbreak has disproportionately affected some areas of Britain. A Birmingham mosque’s parking lot has been transformed into a makeshift mortuary to handle the influx of bodies.,2020-05-10T14:41:23+0000,News,1141,5.0,"In U.K., Hard-Hit Minority Communities Struggle to Bury the Dead",World,Europe
1968,"The deputy was fired after “terrorizing” a North Carolina family in what appeared to be a case of mistaken identity, officials said.",2020-05-10T18:53:04+0000,News,944,23.0,Ex-Deputy Charged After Armed White ‘Mob’ Confronts Black Family,U.S.,
1969,"Angela Alvarado, a veteran prosecutor in the Santa Clara district attorney’s office in California, has to weigh safety, freedom and the law as she fields complaints about stay-at-home violations.",2020-05-11T09:00:15+0000,News,1339,1.0,How Do You Enforce a Law That Tramples the Land of the Free?,U.S.,
1970,"A suspect has been charged in the case, and the police have set up a mediation between the Rev. Keith Caldwell  and a police officer who he said was dismissive of the matter.",2020-05-11T18:00:00+0000,News,610,23.0,Nashville N.A.A.C.P. Leader Finds Bull’s-Eye in His Yard,U.S.,
1971,The court will hear highly anticipated arguments over whether the president’s accountants and bankers must disclose information about his financial affairs.,2020-05-11T21:52:51+0000,News,656,,Trump’s Taxes and the Supreme Court: What You Need to Know,U.S.,
1972,The cases are the latest in a series the court has had before it considering the relationship between church and state.,2020-05-11T20:39:20+0000,News,890,22.0,Supreme Court Takes On Employment Bias at Religious Schools,U.S.,
1974,"A writer asks the minds behind “Veep,” “Brooklyn Nine-Nine” and other office comedies to join her in pondering what makes the genre so great — and so vital during a pandemic.",2020-05-11T11:00:06+0000,News,1297,6.0,Is Your Office Closed? Compensate With a Workplace Comedy,Arts,Television
1975,"Make a big pot, brimming with roots and greens from the crisper, for a little bit of comfort.",2020-05-11T17:40:14+0000,News,632,,The Coziest Vegetable-and-Sausage Soup for Those Chilly May Days,Food,
1976,"Downloads of the $1.8 billion short-form streaming app, meant for phones, are paltry. “I attribute everything that has gone wrong to coronavirus,” Mr. Katzenberg said. “Everything.”",2020-05-11T19:56:35+0000,News,1167,1.0,Jeffrey Katzenberg Blames Pandemic for Quibi’s Rough Start,Business Day,Media
1977,One Iranian ship reportedly fired on another during military exercises. It was one more public relations disaster for Iran’s military.,2020-05-11T02:58:17+0000,News,1233,18.0,Iranian Friendly Fire Kills 19 in 2nd Missile Accident of Year,World,Middle East
1978,"Medical practice over the internet can result in faster diagnoses and treatments, increase the efficiency of care and reduce patient stress.",2020-05-11T09:00:16+0000,News,1091,7.0,A Pandemic Benefit: The Expansion of Telemedicine,Well,Live
1984,Here’s what you need to know about the week’s top stories.,2020-05-10T10:00:02+0000,briefing,1211,,"Reopening Risks, Ahmaud Arbery, Mother’s Day: Your Weekend Briefing",Briefing,
1986,"Plunging revenue at many businesses, whether they close or not, could ripple through the economy and block a quick return to prosperity.",2020-05-11T09:00:16+0000,News,1291,1.0,Why Economic Pain Could Persist Even After the Pandemic Is Contained,The Upshot,
1987,"The anti-holiday holiday, made famous by Jerry Stiller in his role as Frank Costanza, is still celebrated by fans who also find tinsel distracting.",2020-05-11T22:51:28+0000,News,603,,The ‘Festivus Miracle’ Lives On,Arts,Television
1988,Here’s what you need to know.,2020-05-11T19:59:27+0000,briefing,1437,,"Wuhan Cases, India’s Trains, Silk Road: Your Tuesday Briefing",Briefing,
1990,There's nothing more French than descending on the countryside in times of trouble.,2020-05-11T09:00:02+0000,Interactive Feature,0,,I Didn’t Feel Parisian Until I Escaped Paris,Magazine,
1998,News organizations have long hoped that tech platforms would pay them for news. Now regulators abroad are moving to make that happen.,2020-05-11T00:30:08+0000,News,1630,1.0,Big Tech Has Crushed the News Business. That’s About to Change.,Business Day,Media
2002,"A former police officer with a Harvard Ph.D., he brought a street cop’s experience and a scholarly perspective to the Citizens Crime Commission in New York.",2020-05-10T14:17:24+0000,Obituary (Obit),1067,28.0,"Thomas Reppetto, Crime Watchdog and Historian, Is Dead at 88",New York,
2008,"Melitta, the German maker of the original paper coffee filter, retooled its production to make masks. A director called the filter’s perfect fit over the face “a gift from heaven.”",2020-05-10T21:07:24+0000,News,787,1.0,"From Coffee Filter to Safety Mask, in a Hurry",Business Day,
2010,Mayor Bill de Blasio said  38 New York City children had been diagnosed with an inflammatory syndrome that appears  linked to the coronavirus.,2020-05-11T09:28:32+0000,briefing,1162,,Coronavirus in N.Y.C.: Latest Updates,New York,
2016,Adam Fromm’s Sunday puzzle gets through customs.,2020-05-09T21:40:02+0000,News,1199,,Border Crossings,Crosswords & Games,
2019,"Schools have remained open for vulnerable children and the children of essential workers, but many parents are too concerned about the spread of the coronavirus to let their children attend.",2020-05-11T18:05:00+0000,News,1155,7.0,"If U.K. Schools Reopen, Will the Students Return?",World,Europe
2020,"At a news conference, the president reiterated that he would not wear a mask himself and again exaggerated the availability of testing for the coronavirus.",2020-05-11T23:38:40+0000,News,1266,11.0,White House Orders Staff to Wear Masks as Trump Misrepresents Testing Record,U.S.,Politics
2021,"Smaller countries like Australia are trying to build a new kind of alliance, by first investigating what went wrong in the early stages of the coronavirus pandemic.",2020-05-11T09:00:38+0000,News,1665,1.0,China Is Defensive. The U.S. Is Absent. Can the Rest of the World Fill the Void?,World,Australia
2023,"The pandemic, and Trump’s trade policy, are accelerating a trend to bring manufacturing back to America.",2020-05-11T23:11:26+0000,Op-Ed,1070,27.0,The Era of Offshoring U.S. Jobs Is Over,Opinion,
2024,"It’s made with marshmallows, too.",2020-05-11T14:39:28+0000,News,563,4.0,"What’s the Sweetest, Crispiest Way to Stay Safe in a Car Crash?",Science,
2027,"Opening the economy too soon could backfire, badly.",2020-05-11T22:00:07+0000,Op-Ed,890,26.0,How to Create a Pandemic Depression,Opinion,
2028,"A new documentary, now available to stream, looks at the history and habitat of the delicacy.",2020-05-11T21:18:38+0000,News,115,3.0,Sea Urchins Star in This Food Film,Food,
2029,Here’s what you need to know.,2020-05-10T19:21:58+0000,briefing,1442,,"China Flare-up, Taiwan, Bangkok Pet Salons: Your Monday Briefing",Briefing,
2031,The organization’s president voiced optimism even after a bout on Saturday was canceled because a fighter tested positive for the virus.,2020-05-10T22:19:46+0000,News,937,3.0,"‘Gate Was Zero,’ but Dana White Says U.F.C. 249 Was a Success",Sports,
2032,This word has appeared in 135 articles on NYTimes.com in the past year.,2020-05-11T06:00:01+0000,News,186,,Word + Quiz: affront,The Learning Network,
2033,"At one salon, beauticians are now wearing face masks and gloves, and no walk-ins are allowed.",2020-05-11T09:00:10+0000,News,997,,"Colorado Hair Salons Are Reopening, With New Rules",Style,
2034,"In this lesson, students will learn what decision made Jose Nuñez Romaniz a “hero in the town,” and why he initially didn’t understand why a police officer characterized him that way.",2020-05-11T12:01:37+0000,News,649,,"Lesson of the Day: ‘Teenager, an Aspiring Detective, Returns $135,000 He Found’",The Learning Network,
2035,"The inflammatory syndrome, which health officials said resembles toxic shock, has killed three children in the state, and Mayor Bill de Blasio urged parents to watch for symptoms.",2020-05-10T12:30:41+0000,News,2201,,N.Y.C. Reports 38 Cases of Virus-Related Syndrome in Children,New York,
2036,"Landlords cannot arbitrarily take possession of any apartment, whether or not we’re in the middle of a health emergency.",2020-05-11T13:47:05+0000,News,407,2.0,Can a Landlord Enter a Tenant’s Home if It’s Currently Empty?,Real Estate,
2037,"Countries such as Croatia and Greece, which took early measures to stop the outbreak, have generally been aided by cooperation from citizens galvanized by tough recent experiences of war or financial disaster.",2020-05-10T14:04:35+0000,News,987,6.0,Europe’s Battle-Hardened Nations Show Resilience in Virus Fight,World,Europe
2039,Here’s what you need to know at the end of the day.,2020-05-11T22:31:27+0000,briefing,1094,,"Masks, State Aid, Ahmaud Arbery: Your Monday Evening Briefing",Briefing,
2040,The inspector general is also investigating allegations that the Interior Department inappropriately leaked sensitive tribal data.,2020-05-11T23:00:26+0000,News,849,8.0,Federal Watchdog to Examine Official’s Role in Tribal Fund Distribution,U.S.,Politics
2041,"A younger rival to Netanyahu is to become Israel’s ambassador to the United Nations and, in November, to Washington as well.",2020-05-11T23:13:22+0000,News,682,18.0,Abba Eban Was the Last to Hold These Two Israeli Posts at Once. Next: Gilad Erdan.,World,Middle East
2042,Ezra Cohen-Watnick’s latest position in the Trump administration is as deputy assistant secretary of defense for counternarcotics and global threats.,2020-05-11T19:08:04+0000,News,359,21.0,Aide Ousted From White House Reappears Again in Administration Job,U.S.,Politics
2044,"Given Princeton’s troubled history with slavery, the valedictorian said he hoped the achievement “serves as inspiration to black students coming up behind me.”",2020-05-11T16:39:26+0000,News,443,23.0,"After 274 Years, Princeton Will Have Its First Black Valedictorian",New York,
2045,"One day Southern California will get back up to speed. For now, I’m enjoying the rolling birthday parties.",2020-05-11T19:00:06+0000,Op-Ed,956,27.0,"The Drive-By, Reinvented",Opinion,
2048,Black Americans need more than a trial and a verdict.,2020-05-10T15:00:06+0000,Op-Ed,1203,,Ahmaud Arbery and the America That Doesn’t Exist,Opinion,
2064,"What two strange months in 2008 taught the former vice president about the politics of grievance, and how that might help him pick a running mate of his own to take on Donald Trump.",2020-05-11T07:00:10+0000,News,2649,1.0,Joe Biden’s Time in Sarah Palin’s Shadow,U.S.,Politics
2068,"The president’s digital presence is formidable, but veterans of the Yang and Buttigieg campaigns say it can be outmaneuvered.",2020-05-10T23:00:07+0000,Op-Ed,895,27.0,How to Outflank Trump Online,Opinion,
2069,"In the 1960s, he and his wife, Anne Meara, found success as a comedy team. In the 1990s, he found it again as Frank Costanza on “Seinfeld.”",2020-05-11T09:10:53+0000,Obituary (Obit),1290,28.0,"Jerry Stiller, Comedian With Enduring Appeal, Is Dead at 92",Arts,Television
2070,Half of New Jersey’s Covid-19 fatalities are linked to nursing homes. Nowhere has the devastation been starker than at one built for members of the military.,2020-05-10T21:19:20+0000,News,1792,1.0,‘The Whole Place Is Sick Now’: 74 Deaths at a Home for U.S. Veterans,New York,
2071,"Devoted to classical architecture, he was equally committed to design that benefits city life and helped establish a New York agency to promote it.",2020-05-10T18:25:42+0000,Obituary (Obit),1478,24.0,"Jaquelin Taylor Robertson, Architect and Passionate Urbanist, Dies at 87",Arts,Art & Design
2072,"As luxury department stores prepare to reopen their doors, global retailers share their plans — and fears — for the future of shopping.",2020-05-11T20:50:20+0000,News,2195,1.0,Will Shopping Ever Be the Same?,Style,
2073,"Plus, Michelle Wolf on running in place, Elaine Welteroth on relationships at a distance and more in our live events this week.",2020-05-11T09:00:20+0000,News,953,,Alanis Morissette Is Helping Us Meditate. Want to Join?,Arts,
2074,"With no money or clout, what started as a cheap exploitation film managed to, like, totally click with a generation — and produce an unconventional superstar.",2020-05-11T17:25:40+0000,News,1555,,When ‘Valley Girl’ (and Nicolas Cage) Shook Up Hollywood,Movies,
2075,"Central Asia was once home to several bustling trade cities. Today, traveling through them reawakens a distant, though not forgotten, past.",2020-05-11T13:00:29+0000,News,6013,65.0,"In Uzbekistan, Coming to Terms With the Country’s Dazzling History",T Magazine,
2076,The two have been intertwined in the American psyche since the 1929 stock crash and the onset of the Great Depression. But stocks are not a reliable gauge of overall economic health.,2020-05-10T21:05:23+0000,News,1197,4.0,Repeat After Me: The Markets Are Not the Economy,Business Day,
2077,Symptom-checking apps and fever-screening cameras promise to keep sick workers at home and hinder the virus. But experts warn they can be inaccurate and violate privacy.,2020-05-11T09:00:20+0000,News,1474,1.0,Employers Rush to Adopt Virus Screening. The Tools May Not Help Much.,Technology,
2078,"The nation’s medical centers were forced to stop offering many surgeries, and sustained severe financial losses. Reopening is a daunting task amid the threat of more infection.",2020-05-09T10:00:10+0000,News,1558,18.0,Hospitals Struggle to Restart Lucrative Elective Care After Coronavirus Shutdowns,Health,
2079,Empty stomachs can lead to a dangerous desperation.,2020-05-11T00:13:16+0000,Op-Ed,839,27.0,The Hunger Pains of a Pandemic,Opinion,
2080,The 41-year-old musician is known as one of the best songwriters in the country. And that just may have been the problem.,2020-05-11T09:00:12+0000,News,1933,14.0,"Jason Isbell, Self-Doubt and the Album That Tested His Marriage",Arts,Music
2081,"Trained as a physicist, he applied simple mathematical models to complex phenomena in ecology, epidemiology and financial systems.",2020-05-11T23:16:08+0000,Obituary (Obit),1198,12.0,"Robert May, an Uncontainable ‘Big Picture’ Scientist, Dies at 84",Science,
2083,The Tesla C.E.O.’s dispute with California foreshadows a potential clash between businesses and states over public health measures.,2020-05-11T10:57:31+0000,News,1549,,Elon Musk Is ‘Not Messing Around’,Business Day,DealBook
2086,"Some feel sheepish about their choice to retreat from stricken cities, for intervals that are stretching on. Others have found it liberating.",2020-05-11T09:00:20+0000,News,1989,1.0,They Fled the Coronavirus. Now They’re in Scenic Limbo.,Style,
2087,"With the coronavirus pandemic threatening the Postal Service’s financial viability, a rescue for America’s favorite agency has become a political battle.",2020-05-10T15:46:12+0000,News,1643,12.0,A Fight Over the Future of the Mail Breaks Down Along Familiar Lines,U.S.,Politics
2088,An isolated corner of Manitoba is one of the few places left in the world where humans are the outsiders on display for the wildlife to observe.,2020-05-11T09:00:21+0000,News,2339,,Doing the Bump With the Belugas,Travel,
2089,"Thousands of miles apart, and with radically different tools, both musicians were innovating.",2020-05-11T22:58:41+0000,News,194,,"Remembering Tony Allen and Florian Schneider, Two Pillars of Rhythm",Arts,Music
2092,Now Tom Pepper and Zhouqin Burnikel are just playing with us.,2020-05-12T02:00:04+0000,News,663,,Seen at a Genius bar,Crosswords & Games,
2093,"Snowbank, who will turn 7 in July, may have ventured out from Franklin Park Zoo in Boston in search of love.",2020-05-12T03:32:37+0000,News,453,,Escaped Peacock Is Lured Back by Mating Call From Police Officer’s Phone,U.S.,
2095,"Is surveillance necessary to prevent students from cheating during online exams, or does it violate students’ privacy?",2020-05-12T09:00:05+0000,News,764,,Should Students Be Monitored When Taking Online Tests?,The Learning Network,
2096,Here’s what you need to know.,2020-05-12T10:30:30+0000,briefing,1543,,"Coronavirus, Anthony Fauci, California: Your Tuesday Briefing",Briefing,
2097,"The library has acquired Graham’s archive, filling a significant gap in the story of early modern dance in America.",2020-05-11T14:03:26+0000,News,1334,1.0,"For the Public Library, Martha Graham Is the Missing Link",Arts,Dance
2098,Supplement your app study with these excellent non-English movies and TV shows.,2020-05-11T15:09:15+0000,News,1601,,What to Watch on Netflix to Help Language Learning,Arts,Television
2099,"If Biden wants to win the White House and govern like a New Dealer, Warren is his indispensable partner.",2020-05-13T09:00:25+0000,Op-Ed,1444,,Elizabeth Warren Knows What Joe Biden Needs in a Vice President,Opinion,
2100,Patience with President Vladimir Putin is running thin in Berlin. But Germany needs Russia’s help on several geopolitical fronts from Syria to Ukraine.,2020-05-13T21:11:42+0000,News,1016,15.0,Merkel Is ‘Outraged’ by Russian Hack but Struggling to Respond,World,Europe
2101,"The coronavirus has thwarted summertime fairs, a tradition for youngsters who work on farms all year for their moment in the ring.",2020-05-13T09:00:27+0000,News,1386,11.0,A Heartbreak for Children: When the County Fair Is Canceled,U.S.,
2102,"In “The Last Archive,” Lepore mixes history and 1930s-style radio drama to solve a timely whodunit.",2020-05-13T15:43:43+0000,News,1338,1.0,Jill Lepore’s New Podcast Is a Murder Mystery: Who Killed Truth?,Arts,
2103,"Mergers are taking a hit during the pandemic, but there’s still an appetite for certain types of transactions.",2020-05-13T10:39:34+0000,News,1465,,Uber’s Bid for Grubhub Shows That Deals Aren’t Dead Yet,Business Day,DealBook
2104,"Many unfamiliar with state politics have wondered about the steady, steely presence six feet from the governor’s elbow during his popular daily briefings. Here’s an introduction.",2020-05-13T17:22:28+0000,News,1934,1.0,"Who Can Say ‘No’ to Cuomo? His Top Aide, Melissa DeRosa",Style,
2105,"From lush forest to metropolis, the evolution of Lower Manhattan. Our critic walks with Eric W. Sanderson of the Wildlife Conservation Society.",2020-05-13T09:00:46+0000,News,2425,1.0,When Manhattan Was Mannahatta: A Stroll Through the Centuries,Arts,Art & Design
2107,The Los Angeles Sheriff’s Office released surveillance videos appearing to show inmates in one correctional center drinking from the same cup and breathing into a shared cloth mask.,2020-05-12T00:35:40+0000,Video,0,,"Inmates Tried to Infect Themselves With Coronavirus, Los Angeles Sheriff Says",U.S.,
2108,"The heroine of Amy Jo Burns’s debut novel, “Shiner,” comes of age amid the patriarchy of contemporary Appalachia.",2020-05-12T09:00:08+0000,Review,754,,"Would You Trust a Snake-Wielding Preacher, if He Were Your Dad?",Books,Book Review
2109,"For nearly five years, the Wall Street bank spent customers’ money on trades it said would be included in a flat fee but weren’t, a regulator claims.",2020-05-12T16:51:14+0000,News,260,,"Morgan Stanley Hid Fees From Some Customers, S.E.C. Says",Business Day,
2110,"Introducing the concept of God is daunting. For now, determination and a little humor will have to do.",2020-05-12T14:37:38+0000,News,1139,,"Prayer Mats, ‘Peppa Pig’ and Patience: How I’m Raising My Muslim Kids",Parenting,
2111,"With governors and mayors pressing for more federal help to deal with the effects of the pandemic, a divide among Republicans is being driven by the political bent of the states that stand to benefit.",2020-05-11T23:04:19+0000,News,1617,1.0,G.O.P. Split Over State Aid That Could Mostly Go to Democratic Strongholds,U.S.,Politics
2112,Here’s what you need to know at the end of the day.,2020-05-12T21:36:09+0000,briefing,1156,,"Anthony Fauci, Supreme Court, ‘Hamilton’: Your Tuesday Evening Briefing",Briefing,
2113,"Republicans can flip a House seat in California, but they’re raising doubts about the voting anyway.",2020-05-11T23:02:46+0000,News,791,22.0,The G.O.P.’s Pandemic Playbook,U.S.,Politics
2114,,2020-05-12T22:47:27+0000,,0,,Nebraska Primary Election Results: First Congressional District,U.S.,Elections
2115,Get live updates from our reporters on the special elections in California and Wisconsin.,2020-05-12T21:07:32+0000,Interactive Feature,0,,Live Analysis: California and Wisconsin Special Election Results,U.S.,Elections
2116,The court ruled unanimously against Presidents Richard Nixon and Bill Clinton when they sought to withhold evidence. But the current court is unlikely to achieve consensus.,2020-05-12T07:00:11+0000,News,1083,20.0,Momentous Choices for Supreme Court as It Hears Trump Financial Records Cases,U.S.,Politics
2117,How Edoardo Ballerini became the audiobook world’s most reliable narrator.,2020-05-13T09:00:02+0000,Interactive Feature,0,,"The Voice of God. (And Knausgaard, Whitman, Machiavelli … )",Magazine,
2124,"A midcentury-modern house in Pasadena, Calif.; a rowhouse in Washington; and a triplex apartment in Brooklyn, N.Y.",2020-05-13T13:00:22+0000,Slideshow,0,,What You Get for $2.2 Million,Real Estate,
2125,"A dire virus warning, and new wrangling over Trump’s tax returns: This is your morning tip sheet.",2020-05-13T11:06:45+0000,News,1136,,On Politics: Fauci Speaks. Is the Government Listening?,U.S.,Politics
2126,The “Daily Show” host likened reopening the country too soon to an athlete coming back early from an injury: “Now you’re just a gym teacher telling fifth-graders about how you could have gone pro.”,2020-05-13T06:26:51+0000,News,699,,"Fauci Doesn’t Want to Bring America Off the Bench, Trevor Noah Says",Arts,Television
2127,"At least five bodies were found or seen in the foamy waters off the beach resort of Scheveningen, a district of The Hague.",2020-05-12T14:25:41+0000,News,591,17.0,Several Surfers Are Found Dead in the Netherlands,World,Europe
2128,"The technology is tricky, and driverless cars may never fix all the problems we hoped they would.",2020-05-13T16:44:50+0000,News,929,,Where Is My Driverless Car?,Technology,
2130,Here’s what you need to know.,2020-05-12T04:24:43+0000,briefing,1587,,"Coronavirus, U.K. Plan, Russia: Your Tuesday Briefing",Briefing,
2131,"Most business travel has been halted by the coronavirus, but there are some who say they can’t work without flying or at least driving to a job.",2020-05-12T10:00:09+0000,News,1247,5.0,‘It’s Surreal Walking Through the Empty Airports’,Business Day,
2132,A proposal to ban membership among judges in the Federalist Society has set off a partisan battle. The influential group has guided President Trump’s rightward overhaul of the judiciary.,2020-05-12T18:01:25+0000,News,833,20.0,Democrats Accuse Conservatives of a ‘Dark Money’ Bid to Influence Judges,U.S.,
2136,"The killing, Israel’s first combat fatality of the year, came amid Palestinian warnings of violent resistance.",2020-05-12T11:10:21+0000,News,919,17.0,Israeli Soldier Is Killed in West Bank as Tensions Rise Over Annexation Push,World,Middle East
2145,"With both sides struggling to meet their expectations, the German driver said he would leave his Formula One team after the 2020 season.",2020-05-12T10:36:57+0000,News,722,,Sebastian Vettel to Leave Ferrari,Sports,Auto Racing
2146,"A text from the Trump campaign usually LOOKS LIKE THIS, while Biden texts often go on and on and ….",2020-05-12T22:41:11+0000,News,1167,,When the Campaigns Have Your Digits,U.S.,Politics
2149,"The inmates at “Rosie’s” are subjected to abuse and, now, exposed to the coronavirus.",2020-05-12T09:00:31+0000,Op-Ed,625,23.0,The Women’s Jail at Rikers Island Is Named for My Grandmother. She Would Not Be Proud.,Opinion,
2150,"In a bid to keep his tax and financial records secret, the president’s lawyers tell the justices that he is beyond the reach of Congress and prosecutors.",2020-05-13T09:03:54+0000,Editorial,995,22.0,Remember When Trump Said He’d Be Happy to Share His Tax Returns?,Opinion,
2153,Readers tell us how they’re managing the Parent-Employee-Teacher trifecta during the pandemic.,2020-05-13T19:00:09+0000,Op-Ed,2360,,‘I Have Given Up’: Parenting in Quarantine,Opinion,
2154,I’ve spent years collecting intimate interviews. Take it from me: A conversation about life’s big questions is the very definition of time well spent.,2020-05-13T19:00:08+0000,Op-Ed,958,,Now Is the Time to Ask Your Loved Ones About Their Lives,Opinion,
2155,Ms. Stephens was fired from her job after she announced that she would live as a woman. Her complaint is now before the Supreme Court.,2020-05-12T21:41:00+0000,Obituary (Obit),645,12.0,"Aimee Stephens, Plaintiff in Transgender Case, Dies at 59",U.S.,
2157,"The coronavirus has pushed the coal industry to once-unthinkable lows, and the consequences for climate change are big.",2020-05-13T19:54:28+0000,News,1574,5.0,"In a First, Renewable Energy Is Poised to Eclipse Coal in U.S.",Climate,
2158,"A choreography of swimming, walking and rolling could help future rovers avoid getting stuck in loose soil on the moon or Mars.",2020-05-13T21:19:18+0000,News,887,,Watch These Rover Models Wiggle Out of Alien Sand Traps,Science,
2162,"Fonner Park, in Grand Island, Neb., has received more attention than ever because of the coronavirus pandemic, with $2.8 million in wagers each day. But it is earning less from each bet with no fans on site.",2020-05-12T11:00:14+0000,News,1656,10.0,"Starved for Action, Bettors Turn Nebraska Horse Track Into Must-See TV",Sports,Horse Racing
2163,Tomato juice doctored up with spices is a remarkable workhorse. I use it to brace myself for work or to unwind when I’m escaping.,2020-05-13T12:53:22+0000,News,1033,20.0,A Bloody Mary Mix That Is as Good Virgin as It Is Spiked,Magazine,
2164,"Volunteer-run broadcasters are a British tradition. During the pandemic, they’re cheering patients up with jazz standards and soft rock.",2020-05-13T12:23:11+0000,News,809,4.0,The Tiny Radio Stations That Lift Spirits in Hospitals,Arts,Music
2165,"Gov. Murphy, in an interview with CNN, suggested that beaches would open by Memorial Day, subject to rules governing parks.",2020-05-13T11:45:23+0000,News,2678,,"Murphy Hints N.J. Beaches May Open by Summer, With Limits",New York,
2167,The entrepreneur wants his businesses up and running now. Good luck trying to stop him.,2020-05-13T19:47:33+0000,Op-Ed,1081,,Elon Musk Unleashed Again,Opinion,
2170,"The evening meal is usually a time for community, but this year, Muslims have to adapt.",2020-05-12T15:27:03+0000,News,2459,1.0,Breaking the Ramadan Fast in Quarantine,Food,
2185,"Despite progress on a vaccine, there is no guarantee it will be effective, experts said, and testing and contact tracing are still short of the levels needed.",2020-05-12T22:25:33+0000,News,1921,10.0,Top Science and Health Officials Offer Sobering View of Reopening Readiness,Health,
2186,"Compiled by our contributors, a reading list for recreating the ancient trade route from the comfort of home.",2020-05-11T13:00:35+0000,News,2213,3.0,"Follow the Silk Road, Book by Book",T Magazine,
2190,"Also this week, our reporter’s kitchen secrets revealed",2020-05-13T15:17:31+0000,News,891,,Tracking the Environmental Rules Reversed Under Trump,Climate,
2192,"Trying to win over progressives and aware that the coronavirus crisis is upending the political landscape, Joe Biden is increasingly using the language of systemic disruption.",2020-05-13T21:52:08+0000,News,1264,18.0,"In Bid for Party Unity, Biden Moves Beyond Restoring the Pre-Trump Era",U.S.,Politics
2195,"If you can't live normally, why not find little harebrained ways to warp reality?",2020-05-11T09:00:01+0000,Interactive Feature,0,19.0,Quarantine Was Driving Me Crazy — So I Decided to Lose My Mind on Purpose,Magazine,
2196,Designers and architects expect the pandemic to affect apartment design long after the lockdowns are over. Here are a few trends you’re likely to see.,2020-05-12T09:00:32+0000,News,1326,6.0,How the Virus May Change Your Next Home,Real Estate,
2197,"A menu of 10 activities — including telling a story, analyzing a photo and watching a short film — for students to try at home or in school.",2020-05-12T18:42:55+0000,News,159,,A Choice Board for Teaching and Learning With The New York Times,The Learning Network,
2198,"One reader says rushing the reopening is like driving a car downhill before a brake repair is complete. Another urges, “Get people back to work.”",2020-05-12T18:05:51+0000,Letter,560,26.0,Reopening the Country: When and How?,Opinion,Letters
